State_Name,District_Name,Data Type,jan,feb,mar,apr,may,jun,jul,aug,sept,oct,nov,dec 
GUJARAT,DOHAD,Minimum temperature,12.04,13.81,18.54,23.11,26.14,26.53,24.98,24.43,23.53,20.89,16.36,13.23
GUJARAT,DOHAD,Average temperature,20.44,22.44,27.10,31.08,33.34,31.95,28.80,27.85,28.20,28.03,24.29,21.42
GUJARAT,DOHAD,Maximum temperature,28.85,31.11,35.68,39.09,40.56,37.39,32.63,31.34,32.90,35.23,32.26,29.65
GUJARAT,DOHAD,Cloud cover,10.73,8.86,20.50,18.02,21.61,45.25,74.40,74.59,52.13,18.44,9.25,8.94
GUJARAT,DOHAD,Vapour pressure,9.89,10.50,11.76,15.58,21.62,28.28,29.86,28.34,26.91,11.69,12.81,10.95
GUJARAT,DOHAD,Wet day frequency,0.33,0.22,0.38,0.35,0.68,4.81,12.70,10.01,5.98,1.02,0.92,0.34
GUJARAT,DOHAD,Diurnal temperature range,16.80,17.29,17.13,15.96,14.41,10.85,7.64,6.91,9.37,14.35,15.87,16.40
GUJARAT,DOHAD,Ground frost frequency,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GUJARAT,DOHAD,Reference Crop Evapotranspiration,3.61,4.50,5.90,6.99,7.39,6.36,4.96,4.43,4.73,5.01,4.09,3.48
GUJARAT,DOHAD,Potential Evapotranspiration,5.93,6.75,7.70,8.61,8.87,7.67,5.89,5.27,5.97,7.02,6.48,5.88
GUJARAT,GANDHINAGAR,Precipitation,1.35,1.18,1.22,0.72,9.37,85.09,272.66,170.54,112.90,13.89,6.35,1.80
GUJARAT,GANDHINAGAR,Minimum temperature,11.59,13.47,18.48,22.90,26.04,27.16,25.79,24.89,23.92,21.05,16.52,12.82
GUJARAT,GANDHINAGAR,Average temperature,19.89,21.97,26.98,30.93,33.59,32.70,29.72,28.59,28.82,28.42,24.46,20.97
GUJARAT,GANDHINAGAR,Maximum temperature,28.20,30.47,35.48,39.02,41.16,38.27,33.70,32.29,33.73,35.81,32.45,29.17
GUJARAT,GANDHINAGAR,Cloud cover,10.16,9.02,20.19,18.08,19.65,40.49,71.88,72.46,48.34,15.83,8.90,8.27
GUJARAT,GANDHINAGAR,Vapour pressure,9.55,10.93,13.12,17.48,23.89,29.52,30.39,29.14,27.52,15.48,13.10,10.64
GUJARAT,GANDHINAGAR,Wet day frequency,0.32,0.28,0.20,0.29,0.58,3.68,9.39,7.27,4.22,1.10,0.75,0.23
GUJARAT,GANDHINAGAR,Diurnal temperature range,16.60,17.00,17.00,16.10,15.10,11.10,7.90,7.40,9.81,14.71,15.90,16.30
GUJARAT,GANDHINAGAR,Ground frost frequency,0.00,0.24,0.26,0.14,0.10,0.07,0.00,0.00,0.08,0.13,0.27,0.00
GUJARAT,GANDHINAGAR,Reference Crop Evapotranspiration,3.51,4.39,5.85,6.99,7.61,6.54,5.15,4.66,4.90,5.11,4.09,3.41
GUJARAT,GANDHINAGAR,Potential Evapotranspiration,5.85,6.64,7.65,8.61,9.07,7.86,6.07,5.52,6.18,7.15,6.50,5.85
GUJARAT,KACHCHH,Precipitation,1.28,1.58,1.64,0.39,2.38,40.26,139.82,87.75,49.18,10.61,5.32,1.03
GUJARAT,KACHCHH,Minimum temperature,8.76,10.88,14.96,18.64,21.24,22.74,21.98,21.09,20.05,17.86,13.87,10.05
GUJARAT,KACHCHH,Average temperature,15.44,17.46,21.38,24.65,26.58,26.63,24.92,23.90,23.85,23.54,20.21,16.66
GUJARAT,KACHCHH,Maximum temperature,22.13,24.07,27.80,30.70,31.93,30.54,27.88,26.73,27.67,29.23,26.57,23.31
GUJARAT,KACHCHH,Cloud cover,10.41,11.91,15.59,14.24,14.92,31.11,53.05,53.27,31.83,11.10,7.76,9.80
GUJARAT,KACHCHH,Vapour pressure,9.04,10.77,14.05,18.49,23.02,25.95,26.08,25.03,23.67,18.04,13.34,10.00
GUJARAT,KACHCHH,Wet day frequency,0.31,0.27,0.20,0.13,0.27,1.97,5.56,3.91,2.30,0.60,0.42,0.21
GUJARAT,KACHCHH,Diurnal temperature range,13.35,13.18,12.84,12.05,10.68,7.80,5.90,5.64,7.62,11.35,12.70,13.25
GUJARAT,KACHCHH,Ground frost frequency,0.93,0.10,0.10,0.09,0.05,0.02,0.02,0.02,0.04,0.09,0.06,0.53
GUJARAT,KACHCHH,Reference Crop Evapotranspiration,2.74,3.41,4.48,5.34,5.64,4.93,4.08,3.72,3.90,4.04,3.28,2.70
GUJARAT,KACHCHH,Potential Evapotranspiration,4.66,5.20,6.04,6.78,6.97,6.03,4.91,4.54,5.12,5.76,5.28,4.70
GUJARAT,KHEDA,Precipitation,1.27,1.66,1.17,0.80,6.06,106.07,301.74,183.50,125.43,11.71,9.12,1.75
GUJARAT,KHEDA,Minimum temperature,11.96,13.86,18.76,23.12,26.16,27.04,25.59,24.89,23.99,21.38,16.84,13.31
GUJARAT,KHEDA,Average temperature,20.22,22.27,27.09,30.93,33.38,32.37,29.44,28.48,28.70,28.46,24.64,21.30
GUJARAT,KHEDA,Maximum temperature,28.48,30.72,35.45,38.77,40.60,37.74,33.30,32.12,33.46,35.57,32.45,29.38
GUJARAT,KHEDA,Cloud cover,10.17,8.97,19.63,17.52,20.08,43.10,74.08,74.66,50.57,16.99,8.93,8.27
GUJARAT,KHEDA,Vapour pressure,10.26,11.55,13.63,17.99,24.34,29.74,30.57,29.16,27.78,13.17,13.80,11.42
GUJARAT,KHEDA,Wet day frequency,0.28,0.30,0.19,0.28,0.56,4.34,10.66,8.17,4.79,1.11,0.82,0.23
GUJARAT,KHEDA,Diurnal temperature range,16.51,16.84,16.68,15.65,14.43,10.69,7.69,7.21,9.47,14.18,15.61,16.06
GUJARAT,KHEDA,Ground frost frequency,0.00,0.06,0.07,0.07,0.00,0.00,0.00,0.00,0.00,0.06,0.07,0.00
GUJARAT,KHEDA,Reference Crop Evapotranspiration,3.56,4.43,5.82,6.90,7.39,6.37,5.05,4.60,4.81,5.04,4.09,3.45
GUJARAT,KHEDA,Potential Evapotranspiration,5.89,6.67,7.64,8.53,8.88,7.66,5.94,5.41,6.05,7.04,6.48,5.86
GUJARAT,MAHESANA,Precipitation,1.78,0.69,2.39,0.52,8.64,75.61,241.94,172.90,105.91,14.39,6.75,1.11
GUJARAT,MAHESANA,Minimum temperature,11.02,13.04,18.12,22.62,25.77,27.09,25.74,24.84,23.82,20.87,16.19,12.37
GUJARAT,MAHESANA,Average temperature,19.43,21.62,26.70,30.81,33.45,32.73,29.74,28.55,28.83,28.37,24.28,20.63
GUJARAT,MAHESANA,Maximum temperature,27.85,30.23,35.32,39.03,41.20,38.43,33.75,32.30,33.85,35.90,32.40,28.92
GUJARAT,MAHESANA,Cloud cover,10.20,10.03,20.24,17.47,18.60,39.47,70.58,71.12,46.26,15.04,8.41,8.23
GUJARAT,MAHESANA,Vapour pressure,9.19,10.57,12.93,17.32,23.70,29.34,30.27,29.08,27.34,16.51,12.83,10.29
GUJARAT,MAHESANA,Wet day frequency,0.33,0.20,0.22,0.19,0.53,3.14,8.09,6.27,3.69,0.81,0.61,0.20
GUJARAT,MAHESANA,Diurnal temperature range,16.83,17.18,17.19,16.39,15.42,11.33,8.01,7.46,10.03,15.01,16.20,16.52
GUJARAT,MAHESANA,Ground frost frequency,0.26,0.28,0.37,0.27,0.14,0.07,0.09,0.07,0.08,0.26,0.27,0.07
GUJARAT,MAHESANA,Reference Crop Evapotranspiration,3.47,4.35,5.83,7.03,7.67,6.62,5.20,4.67,4.95,5.13,4.08,3.38
GUJARAT,MAHESANA,Potential Evapotranspiration,5.83,6.59,7.65,8.68,9.17,7.95,6.14,5.56,6.27,7.20,6.52,5.83
GUJARAT,NARMADA,Precipitation,0.51,0.10,1.01,0.10,5.51,261.11,578.58,327.95,238.44,34.34,13.44,1.42
GUJARAT,NARMADA,Minimum temperature,13.58,14.95,19.06,22.83,25.66,25.84,24.71,24.30,23.60,21.79,18.04,14.93
GUJARAT,NARMADA,Average temperature,22.03,23.55,27.30,30.23,31.62,30.40,28.11,27.49,27.93,28.43,25.69,23.08
GUJARAT,NARMADA,Maximum temperature,30.50,32.19,35.55,37.65,37.64,34.96,31.58,30.76,32.29,35.08,33.34,31.23
GUJARAT,NARMADA,Cloud cover,10.04,9.20,18.83,17.14,22.43,51.16,78.44,77.52,56.46,20.97,10.56,9.90
GUJARAT,NARMADA,Vapour pressure,12.49,13.39,15.14,20.30,25.11,29.51,30.37,28.69,27.85,7.66,16.01,13.66
GUJARAT,NARMADA,Wet day frequency,0.15,0.07,0.31,0.10,0.64,6.23,15.02,11.31,7.51,1.43,0.92,0.28
GUJARAT,NARMADA,Diurnal temperature range,16.91,17.20,16.48,14.77,11.96,9.10,6.86,6.47,8.66,13.30,15.30,16.30
GUJARAT,NARMADA,Ground frost frequency,0.15,0.03,0.03,0.03,0.02,0.00,0.00,0.00,0.00,0.03,0.03,0.04
GUJARAT,NARMADA,Reference Crop Evapotranspiration,3.88,4.70,5.88,6.63,6.48,5.61,4.60,4.25,4.56,4.95,4.25,3.73
GUJARAT,NARMADA,Potential Evapotranspiration,6.19,6.94,7.74,8.37,8.09,6.87,5.43,5.02,5.70,6.82,6.52,6.06
GUJARAT,PANCH MAHALS,Precipitation,1.32,1.14,1.05,1.57,5.65,135.92,352.10,245.66,146.99,13.64,14.23,1.99
GUJARAT,PANCH MAHALS,Minimum temperature,12.30,14.11,18.81,23.22,26.26,26.77,25.33,24.72,23.91,21.27,16.80,13.57
GUJARAT,PANCH MAHALS,Average temperature,20.65,22.66,27.26,31.09,33.32,32.08,29.12,28.18,28.54,28.37,24.68,21.72
GUJARAT,PANCH MAHALS,Maximum temperature,29.01,31.25,35.73,38.97,40.41,37.41,32.93,31.68,33.22,35.49,32.58,29.89
GUJARAT,PANCH MAHALS,Cloud cover,10.11,8.89,20.25,18.02,21.05,44.87,74.33,74.85,51.81,17.83,8.99,8.44
GUJARAT,PANCH MAHALS,Vapour pressure,10.24,11.12,12.71,16.81,22.93,29.02,30.31,28.78,27.40,11.49,13.39,11.35
GUJARAT,PANCH MAHALS,Wet day frequency,0.31,0.34,0.24,0.31,0.62,4.80,12.42,9.81,5.81,1.03,0.89,0.28
GUJARAT,PANCH MAHALS,Diurnal temperature range,16.71,17.12,16.92,15.73,14.13,10.63,7.59,6.96,9.30,14.22,15.77,16.31
GUJARAT,PANCH MAHALS,Ground frost frequency,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GUJARAT,PANCH MAHALS,Reference Crop Evapotranspiration,3.63,4.51,5.89,6.94,7.31,6.31,4.98,4.48,4.75,5.04,4.12,3.51
GUJARAT,PANCH MAHALS,Potential Evapotranspiration,5.95,6.75,7.69,8.56,8.80,7.60,5.88,5.30,5.97,7.02,6.50,5.91
GUJARAT,PATAN,Precipitation,1.27,0.85,2.73,0.09,4.54,60.71,203.06,153.48,85.30,14.92,5.68,0.72
GUJARAT,PATAN,Minimum temperature,10.37,12.65,17.81,22.37,25.60,27.28,26.11,25.04,23.90,21.07,16.09,11.83
GUJARAT,PATAN,Average temperature,18.99,21.39,26.56,30.81,33.42,32.94,30.15,28.84,29.08,28.69,24.30,20.31
GUJARAT,PATAN,Maximum temperature,27.65,30.15,35.35,39.26,41.26,38.65,34.23,32.64,34.33,36.38,32.58,28.83
GUJARAT,PATAN,Cloud cover,10.29,11.08,19.46,16.78,17.66,38.01,68.34,68.85,42.65,13.78,8.88,9.06
GUJARAT,PATAN,Vapour pressure,9.45,11.21,14.22,18.96,25.18,30.03,30.75,29.63,27.88,18.49,13.71,10.62
GUJARAT,PATAN,Wet day frequency,0.29,0.22,0.21,0.08,0.39,2.36,6.41,4.46,2.81,0.57,0.34,0.17
GUJARAT,PATAN,Diurnal temperature range,17.25,17.50,17.53,16.89,15.64,11.36,8.12,7.60,10.43,15.31,16.49,16.98
GUJARAT,PATAN,Ground frost frequency,0.80,0.25,0.36,0.27,0.14,0.06,0.08,0.07,0.07,0.28,0.27,0.41
GUJARAT,PATAN,Reference Crop Evapotranspiration,3.45,4.35,5.86,7.14,7.73,6.67,5.28,4.74,5.06,5.20,4.09,3.38
GUJARAT,PATAN,Potential Evapotranspiration,5.83,6.59,7.70,8.80,9.24,7.99,6.24,5.67,6.44,7.28,6.55,5.85
GUJARAT,RAJKOT,Precipitation,0.45,1.66,1.86,0.44,4.36,124.16,261.41,141.95,87.16,24.55,10.20,1.03
GUJARAT,RAJKOT,Minimum temperature,12.68,14.37,18.45,22.09,25.21,26.76,25.68,24.75,23.67,21.82,18.17,14.47
GUJARAT,RAJKOT,Average temperature,20.16,21.76,25.44,28.36,30.55,30.69,28.68,27.65,27.66,27.93,25.12,21.76
GUJARAT,RAJKOT,Maximum temperature,27.68,29.23,32.45,34.67,35.91,34.66,31.74,30.60,31.70,34.05,32.12,29.09
GUJARAT,RAJKOT,Cloud cover,11.99,12.99,19.15,18.22,20.99,44.60,71.52,71.88,47.73,17.62,10.94,11.70
GUJARAT,RAJKOT,Vapour pressure,12.39,15.06,18.99,24.45,29.73,32.25,31.81,30.33,29.17,22.42,17.92,13.89
GUJARAT,RAJKOT,Wet day frequency,0.18,0.24,0.19,0.15,0.45,4.79,10.04,7.13,4.47,1.21,0.75,0.19
GUJARAT,RAJKOT,Diurnal temperature range,14.99,14.85,13.99,12.56,10.66,7.89,6.05,5.84,8.02,12.20,13.94,14.61
GUJARAT,RAJKOT,Ground frost frequency,0.09,0.04,0.07,0.07,0.03,0.01,0.02,0.02,0.04,0.05,0.04,0.06
GUJARAT,RAJKOT,Reference Crop Evapotranspiration,3.44,4.14,5.16,5.86,5.99,5.27,4.39,4.06,4.35,4.67,3.97,3.38
GUJARAT,RAJKOT,Potential Evapotranspiration,5.73,6.34,7.09,7.67,7.63,6.53,5.28,4.92,5.65,6.60,6.24,5.70
GUJARAT,SABAR KANTHA,Precipitation,2.76,1.18,1.13,1.62,11.06,98.61,320.35,231.98,124.56,11.74,5.96,1.89
GUJARAT,SABAR KANTHA,Minimum temperature,11.35,13.32,18.33,22.93,26.02,26.94,25.51,24.66,23.75,20.71,16.07,12.61
GUJARAT,SABAR KANTHA,Average temperature,19.62,21.80,26.84,30.97,33.56,32.58,29.44,28.27,28.61,28.17,24.14,20.81
GUJARAT,SABAR KANTHA,Maximum temperature,27.93,30.30,35.34,39.04,41.14,38.27,33.40,31.89,33.49,35.63,32.23,29.03
GUJARAT,SABAR KANTHA,Cloud cover,10.32,9.84,20.82,17.96,19.43,39.78,71.12,72.09,47.34,15.75,8.61,8.25
GUJARAT,SABAR KANTHA,Vapour pressure,8.75,9.68,11.45,15.39,21.86,28.50,29.82,28.62,26.82,15.34,11.77,9.78
GUJARAT,SABAR KANTHA,Wet day frequency,0.34,0.28,0.22,0.30,0.61,3.79,10.34,8.73,4.48,0.93,0.73,0.25
GUJARAT,SABAR KANTHA,Diurnal temperature range,16.57,16.98,17.01,16.10,15.12,11.32,7.89,7.22,9.73,14.91,16.15,16.40
GUJARAT,SABAR KANTHA,Ground frost frequency,0.06,0.05,0.07,0.05,0.02,0.01,0.01,0.01,0.02,0.05,0.06,0.00
GUJARAT,SABAR KANTHA,Reference Crop Evapotranspiration,3.45,4.34,5.81,6.99,7.61,6.60,5.12,4.57,4.85,5.09,4.05,3.37
GUJARAT,SABAR KANTHA,Potential Evapotranspiration,5.79,6.57,7.61,8.60,9.09,7.96,6.08,5.45,6.16,7.14,6.48,5.81
GUJARAT,SURAT,Precipitation,0.55,0.07,0.41,0.19,5.85,206.50,426.58,256.62,185.99,33.09,10.28,1.54
GUJARAT,SURAT,Minimum temperature,10.90,11.77,14.84,17.62,19.75,19.91,19.00,18.66,18.08,16.84,14.08,11.85
GUJARAT,SURAT,Average temperature,17.09,18.10,20.86,23.04,24.30,23.34,21.56,21.07,21.31,21.75,19.75,17.85
GUJARAT,SURAT,Maximum temperature,23.34,24.43,26.88,28.46,28.90,26.80,24.12,23.49,24.56,26.66,25.44,23.88
GUJARAT,SURAT,Cloud cover,9.34,9.23,15.00,14.99,18.64,39.59,58.85,58.00,42.24,17.59,10.54,9.78
GUJARAT,SURAT,Vapour pressure,10.78,11.22,12.83,16.35,19.70,23.21,23.47,22.46,21.73,11.73,13.72,11.78
GUJARAT,SURAT,Wet day frequency,0.12,0.06,0.14,0.10,0.52,6.80,13.25,10.66,6.64,1.37,0.75,0.27
GUJARAT,SURAT,Diurnal temperature range,12.44,12.66,12.04,10.84,9.15,6.86,5.11,4.83,6.48,9.80,11.35,12.03
GUJARAT,SURAT,Ground frost frequency,0.13,0.08,0.06,0.06,0.03,0.01,0.01,0.00,0.01,0.05,0.06,0.07
GUJARAT,SURAT,Reference Crop Evapotranspiration,2.96,3.56,4.40,4.94,4.96,4.27,3.48,3.22,3.45,3.74,3.25,2.85
GUJARAT,SURAT,Potential Evapotranspiration,4.70,5.25,5.83,6.26,6.16,5.23,4.15,3.85,4.36,5.15,4.93,4.59
GUJARAT,SURENDRANAGAR,Precipitation,0.64,0.69,2.89,0.90,4.03,89.83,219.14,156.00,96.72,21.37,10.23,0.61
GUJARAT,SURENDRANAGAR,Minimum temperature,11.23,13.22,17.79,21.80,24.96,26.50,25.27,24.29,23.09,21.19,16.94,13.01
GUJARAT,SURENDRANAGAR,Average temperature,19.40,21.46,25.94,29.55,32.02,31.58,28.99,27.83,27.94,28.14,24.50,20.88
GUJARAT,SURENDRANAGAR,Maximum temperature,27.59,29.75,34.13,37.34,39.11,36.71,32.75,31.39,32.81,35.10,32.09,28.77
GUJARAT,SURENDRANAGAR,Cloud cover,10.77,11.54,19.00,17.44,19.71,42.84,71.34,72.40,47.63,16.54,9.60,9.66
GUJARAT,SURENDRANAGAR,Vapour pressure,10.75,13.08,16.44,21.62,27.39,30.74,30.77,29.40,28.08,18.74,15.66,12.09
GUJARAT,SURENDRANAGAR,Wet day frequency,0.19,0.17,0.18,0.17,0.39,3.66,7.93,5.74,4.19,1.11,0.76,0.16
GUJARAT,SURENDRANAGAR,Diurnal temperature range,16.35,16.52,16.33,15.52,14.15,10.21,7.48,7.09,9.70,13.88,15.15,15.77
GUJARAT,SURENDRANAGAR,Ground frost frequency,0.21,0.19,0.22,0.14,0.10,0.04,0.05,0.04,0.05,0.13,0.13,0.17
GUJARAT,SURENDRANAGAR,Reference Crop Evapotranspiration,3.46,4.30,5.63,6.69,7.13,6.12,4.93,4.49,4.79,4.96,4.03,3.37
GUJARAT,SURENDRANAGAR,Potential Evapotranspiration,5.83,6.55,7.53,8.44,8.73,7.45,5.89,5.39,6.13,6.97,6.42,5.80
GUJARAT,THE DANGS,Precipitation,1.07,0.08,1.17,1.05,7.80,281.88,604.16,367.55,248.99,43.65,14.69,2.94
GUJARAT,THE DANGS,Minimum temperature,13.48,14.42,18.24,21.60,24.26,24.42,23.26,22.85,22.23,20.87,17.38,14.78
GUJARAT,THE DANGS,Average temperature,21.58,22.62,26.08,28.59,30.04,28.78,26.55,26.05,26.42,27.07,24.59,22.49
GUJARAT,THE DANGS,Maximum temperature,29.68,30.91,33.96,35.58,35.83,33.16,29.85,29.24,30.62,33.27,31.88,30.28
GUJARAT,THE DANGS,Cloud cover,11.25,10.17,18.81,19.34,24.62,55.66,80.77,78.88,59.59,24.35,12.88,10.99
GUJARAT,THE DANGS,Vapour pressure,13.15,13.95,15.85,22.32,24.40,28.22,28.53,27.05,26.72,12.85,17.12,14.58
GUJARAT,THE DANGS,Wet day frequency,0.29,0.08,0.43,0.34,0.86,8.31,17.19,14.73,8.94,2.25,1.07,0.41
GUJARAT,THE DANGS,Diurnal temperature range,16.19,16.49,15.68,13.98,11.57,8.69,6.59,6.39,8.39,12.40,14.50,15.50
GUJARAT,THE DANGS,Ground frost frequency,0.73,0.80,0.64,0.45,0.19,0.08,0.15,0.08,0.20,0.39,0.53,0.64
GUJARAT,THE DANGS,Reference Crop Evapotranspiration,3.82,4.57,5.62,6.23,6.15,5.29,4.35,4.09,4.36,4.69,4.11,3.66
GUJARAT,THE DANGS,Potential Evapotranspiration,6.13,6.83,7.58,8.07,7.86,6.56,5.20,4.91,5.51,6.56,6.35,5.97
GUJARAT,VADODARA,Precipitation,1.33,1.12,0.57,1.06,5.39,159.82,365.10,229.26,172.64,20.57,14.56,1.28
GUJARAT,VADODARA,Minimum temperature,12.82,14.42,18.92,22.96,25.94,26.36,25.09,24.54,23.74,21.60,17.40,14.11
GUJARAT,VADODARA,Average temperature,21.17,22.95,27.22,30.55,32.43,31.27,28.69,27.93,28.24,28.41,25.10,22.21
GUJARAT,VADODARA,Maximum temperature,29.56,31.50,35.55,38.15,38.94,36.20,32.34,31.34,32.78,35.26,32.85,30.33
GUJARAT,VADODARA,Cloud cover,10.23,8.93,19.09,17.49,21.75,47.69,76.34,76.24,54.01,19.08,9.71,9.04
GUJARAT,VADODARA,Vapour pressure,11.38,12.44,14.27,18.79,24.55,29.54,30.47,28.82,27.72,8.84,14.83,12.54
GUJARAT,VADODARA,Wet day frequency,0.36,0.31,0.16,0.26,0.60,5.32,13.32,10.08,6.72,1.15,0.87,0.27
GUJARAT,VADODARA,Diurnal temperature range,16.73,17.07,16.62,15.17,12.99,9.81,7.25,6.79,9.01,13.65,15.45,16.21
GUJARAT,VADODARA,Ground frost frequency,0.08,0.03,0.03,0.02,0.01,0.00,0.00,0.00,0.01,0.01,0.01,0.05
GUJARAT,VADODARA,Reference Crop Evapotranspiration,3.73,4.58,5.87,6.74,6.87,5.96,4.80,4.40,4.67,4.98,4.17,3.59
GUJARAT,VADODARA,Potential Evapotranspiration,6.05,6.82,7.70,8.44,8.43,7.22,5.67,5.19,5.85,6.91,6.51,5.97
HARYANA,AMBALA,Precipitation,21.95,19.63,16.73,11.03,14.69,60.63,187.24,191.51,91.24,8.13,5.30,8.93
HARYANA,AMBALA,Minimum temperature,6.45,8.93,13.86,19.61,24.31,27.16,26.46,25.80,24.02,18.46,11.72,7.37
HARYANA,AMBALA,Average temperature,13.56,16.03,21.25,27.42,31.91,33.42,30.89,29.80,29.17,25.73,19.80,14.98
HARYANA,AMBALA,Maximum temperature,20.70,23.14,28.66,35.26,39.52,39.69,35.35,33.83,34.33,33.02,27.90,22.59
HARYANA,AMBALA,Cloud cover,30.32,27.19,33.50,27.77,27.93,38.24,55.90,55.46,33.27,15.40,11.50,23.47
HARYANA,AMBALA,Vapour pressure,9.42,10.00,10.91,12.01,15.03,23.41,29.75,30.39,25.48,15.99,11.08,10.10
HARYANA,AMBALA,Wet day frequency,1.49,1.66,1.59,1.08,1.41,2.62,7.10,6.73,2.63,1.01,0.75,0.93
HARYANA,AMBALA,Diurnal temperature range,14.23,14.21,14.80,15.64,15.21,12.53,8.88,8.03,10.30,14.55,16.16,15.22
HARYANA,AMBALA,Ground frost frequency,3.60,0.18,0.12,1.29,0.49,0.37,0.16,0.26,0.41,0.70,0.00,3.02
HARYANA,AMBALA,Reference Crop Evapotranspiration,2.27,3.01,4.43,6.25,7.46,7.23,5.71,4.95,4.82,4.31,3.13,2.30
HARYANA,AMBALA,Potential Evapotranspiration,4.19,4.95,6.17,7.87,8.85,8.46,6.85,6.07,6.44,6.61,5.66,4.47
HARYANA,BHIWANI,Precipitation,9.28,10.11,6.66,5.84,13.14,39.05,142.75,133.64,61.44,3.76,4.21,4.87
HARYANA,BHIWANI,Minimum temperature,6.57,9.20,14.76,20.58,25.56,27.87,26.74,25.70,24.14,18.91,12.12,7.57
HARYANA,BHIWANI,Average temperature,14.12,16.62,22.38,28.23,32.81,33.91,31.17,29.66,29.32,26.43,20.28,15.48
HARYANA,BHIWANI,Maximum temperature,21.70,24.08,30.05,35.92,40.09,39.97,35.61,33.68,34.55,33.96,28.47,23.40
HARYANA,BHIWANI,Cloud cover,24.67,21.46,29.86,24.35,24.39,36.07,56.10,54.81,33.22,13.31,9.24,17.90
HARYANA,BHIWANI,Vapour pressure,7.96,8.31,8.79,9.68,13.63,22.60,28.30,28.73,23.97,13.48,9.05,8.60
HARYANA,BHIWANI,Wet day frequency,1.11,0.97,0.97,0.99,1.60,2.85,7.36,6.41,2.93,0.77,0.42,0.73
HARYANA,BHIWANI,Diurnal temperature range,15.11,14.88,15.28,15.34,14.53,12.09,8.86,7.97,10.40,15.04,16.34,15.83
HARYANA,BHIWANI,Ground frost frequency,3.29,0.43,0.08,0.56,0.23,0.19,0.08,0.10,0.16,0.33,0.01,2.37
HARYANA,BHIWANI,Reference Crop Evapotranspiration,2.48,3.23,4.72,6.34,7.41,7.13,5.71,4.93,4.92,4.58,3.32,2.49
HARYANA,BHIWANI,Potential Evapotranspiration,4.56,5.29,6.49,7.97,8.77,8.37,6.85,6.08,6.51,6.87,5.90,4.81
HARYANA,FARIDABAD,Precipitation,12.02,11.41,7.13,6.10,11.91,46.07,194.24,198.27,102.83,8.52,6.11,4.56
HARYANA,FARIDABAD,Minimum temperature,7.21,9.68,15.26,21.23,25.97,28.12,26.63,25.48,24.05,19.27,12.75,8.11
HARYANA,FARIDABAD,Average temperature,14.46,17.00,22.90,28.84,33.10,33.98,30.86,29.18,29.03,26.48,20.65,15.71
HARYANA,FARIDABAD,Maximum temperature,21.75,24.35,30.56,36.45,40.31,39.87,35.14,32.94,34.03,33.71,28.56,23.33
HARYANA,FARIDABAD,Cloud cover,24.45,18.96,29.79,24.29,26.58,43.95,60.97,60.74,39.17,17.80,9.39,17.84
HARYANA,FARIDABAD,Vapour pressure,8.71,8.85,8.86,9.57,13.82,23.65,29.55,29.50,25.12,14.32,9.55,9.26
HARYANA,FARIDABAD,Wet day frequency,1.20,1.19,0.95,0.97,1.49,3.41,9.51,9.49,4.46,0.95,0.43,0.78
HARYANA,FARIDABAD,Diurnal temperature range,14.55,14.66,15.30,15.21,14.34,11.73,8.50,7.46,9.97,14.43,15.81,15.22
HARYANA,FARIDABAD,Ground frost frequency,2.44,0.62,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.55
HARYANA,FARIDABAD,Reference Crop Evapotranspiration,2.50,3.28,4.81,6.41,7.40,7.03,5.55,4.72,4.81,4.52,3.34,2.50
HARYANA,FARIDABAD,Potential Evapotranspiration,4.56,5.37,6.55,7.99,8.70,8.13,6.63,5.78,6.30,6.72,5.90,4.81
HARYANA,FATEHABAD,Precipitation,9.55,10.47,9.00,7.52,12.30,32.67,112.40,106.88,49.76,3.08,3.16,4.70
HARYANA,FATEHABAD,Minimum temperature,6.34,9.04,14.57,20.35,25.41,28.24,27.53,26.65,24.76,19.06,11.98,7.40
HARYANA,FATEHABAD,Average temperature,13.91,16.46,22.13,28.19,32.94,34.54,32.12,30.82,30.12,26.69,20.34,15.34
HARYANA,FATEHABAD,Maximum temperature,21.51,23.93,29.72,36.06,40.51,40.86,36.76,35.03,35.49,34.36,28.71,23.31
HARYANA,FATEHABAD,Cloud cover,26.45,23.64,30.69,25.20,23.18,31.07,52.46,50.80,28.03,11.14,9.14,20.01
HARYANA,FATEHABAD,Vapour pressure,8.47,9.08,10.23,11.34,14.74,22.90,29.03,29.72,24.78,14.83,10.38,9.23
HARYANA,FATEHABAD,Wet day frequency,1.07,1.13,1.24,1.03,1.40,2.63,5.93,5.17,2.62,0.71,0.44,0.78
HARYANA,FATEHABAD,Diurnal temperature range,15.17,14.89,15.15,15.69,15.09,12.61,9.22,8.38,10.71,15.28,16.72,15.90
HARYANA,FATEHABAD,Ground frost frequency,3.85,0.18,0.00,0.65,0.25,0.23,0.12,0.16,0.25,0.37,0.00,2.68
HARYANA,FATEHABAD,Reference Crop Evapotranspiration,2.41,3.16,4.63,6.39,7.58,7.40,5.95,5.17,5.04,4.57,3.29,2.43
